,item_id,first_genre,second_genre
0,25387053,Mystery,Romance
1,24349001,Historical,Historical Fiction
2,15254937,Mystery,Fiction
3,644171,Childrens,Classics
4,2818729,Horror,Fiction
5,28027377,Nonfiction,History
6,5149999,Young Adult,Fantasy
7,3093699,Mystery,Romance
8,1098725,Science Fiction,Fiction
9,3412710,Romance,Paranormal Romance
10,6684749,Sequential Art,Graphic Novels
11,4197,Fantasy,Urban Fantasy
12,42308587,Mystery,Young Adult
13,2060095,Fiction,Book Club
14,23592700,Young Adult,Science Fiction
15,48722063,Romance,M M Romance
16,45666508,Short Stories,Fiction
17,21574260,Fantasy,Fiction
18,25631091,New Adult,Romance
19,21972361,Fantasy,Paranormal
20,6985333,Young Adult,Fiction
21,36424330,Young Adult,Science Fiction
22,2304379,Nonfiction,Music
23,13394950,Young Adult,Contemporary
24,1818591,Mystery,Thriller
25,1016559,Classics,Fiction
26,9656038,Young Adult,Historical
27,908343,Music,Nonfiction
28,43206026,Childrens,Picture Books
29,47769820,Fantasy,Urban Fantasy
30,51309735,Romance,Romance
31,1884932,History,Nonfiction
32,1333018,Fantasy,Young Adult
33,17045364,Romance,Paranormal Romance
34,4242,Young Adult,Fiction
35,16997854,Historical,Historical Fiction
36,844184,Childrens,Picture Books
37,2501416,Fantasy,Fiction
38,18116002,Nonfiction,Autobiography
39,45641892,Mystery,Historical
40,45486740,Fiction,Romance
41,268880,Historical,Historical Fiction
42,2842984,Science Fiction,Fiction
43,18180824,Young Adult,Horror
44,1070136,Fiction,Contemporary
45,144656,Fantasy,Fiction
46,25090285,Romance,Adult Fiction
47,2852640,Classics,Historical
48,49728679,Romance,Romance
49,51103803,Fiction,Mystery
50,18079742,Historical,Historical Fiction
51,588034,Fiction,Fantasy
52,24952557,Fiction,Mystery
53,43014517,Romance,New Adult
54,48174412,Romance,Romance
55,95730,Romance,Historical
56,15556620,Young Adult,Science Fiction
57,1329428,Romance,Paranormal Romance
58,13754899,Sequential Art,Graphic Novels
59,44092560,Romance,Humor
60,583590,Fantasy,Young Adult
61,6790796,Nonfiction,Biography
62,7201708,Young Adult,Fantasy
63,2682098,Fiction,Young Adult
64,26678197,Fiction,Horror
65,15459675,Young Adult,Fantasy
66,44897384,Fantasy,Science Fiction
67,18595863,Young Adult,Romance
68,51871992,Dark,Sociology
69,42102380,Romance,Adult Fiction
70,10168576,Nonfiction,Science
71,21834933,New Adult,Romance
72,45355626,Romance,New Adult
73,50329719,Mystery,Fiction
74,42846804,Fiction,Mystery
75,25106298,Romance,New Adult
76,13439499,Nonfiction,Health
77,42742312,Mystery,Fiction
78,4083749,Romance,Fiction
79,13167517,Fantasy,Urban Fantasy
80,21823166,Mystery,Thriller
81,21526221,Young Adult,Contemporary
82,9674864,Historical,Historical Fiction
83,45228229,Mystery,Fiction
84,1080201,Fiction,Classics
85,7374960,Fantasy,Science Fiction
86,1022176,Fiction,Thriller
87,4901046,Fantasy,Childrens
88,26217310,Romance,New Adult
89,13125785,Romance,Romance
90,21985997,New Adult,Romance
91,25134209,Fantasy,Young Adult
92,21512725,Nonfiction,Self Help
93,25999683,Childrens,Picture Books
94,133088,Childrens,Picture Books
95,2327400,Mystery,Mystery
96,57041703,Romance,Contemporary
97,47758879,Fiction,Young Adult
98,16252969,Nonfiction,Psychology
99,466,Poetry,Fiction
100,1052210,Classics,Plays
101,42677531,Fantasy,Paranormal
102,14096818,Fiction,Mystery
103,14867116,Young Adult,Mystery
104,23746028,Science Fiction,Fiction
105,2371237,Sequential Art,Graphic Novels
106,2915038,Humor,Fantasy
107,1872003,Childrens,Fiction
108,15197369,Young Adult,Romance
109,24241101,New Adult,Romance
110,48657995,Historical,Historical Fiction
111,14785438,Young Adult,Mystery
112,27478077,Childrens,Middle Grade
113,18714133,Romance,Romance
114,42709537,Dark,Romance
115,45072098,Romance,Romance
116,3280795,Mystery,Childrens
117,7383328,Mystery,Thriller
118,623258,Classics,Fiction
119,14577174,Historical,Historical Fiction
120,680304,Childrens,Picture Books
121,2826418,Nonfiction,Politics
122,19213015,Realistic Fiction,Childrens
123,51233590,Fiction,Mystery
124,52694768,Mystery,Thriller
125,13810543,Fantasy,Short Stories
126,25129115,Fantasy,Childrens
127,1902726,Classics,Fiction
128,11141856,Fiction,Womens Fiction
129,6474295,Paranormal,Vampires
130,21392961,Sequential Art,Graphic Novels
131,2639658,Fiction,Novels
132,43516764,Fantasy,Fiction
133,44804811,Historical,Historical Fiction
134,816009,Classics,Fiction
135,44997190,Fiction,Womens Fiction
136,1167068,Horror,Thriller
137,3567627,Nonfiction,Religion
138,14093739,Fiction,Mystery
139,23692026,Young Adult,Thriller
140,41964998,Dark,Romance
141,25701205,Humor,Nonfiction
142,4030673,Fiction,Magical Realism
143,14147644,Young Adult,Mystery
144,255083,Sequential Art,Manga
145,43146310,Sequential Art,Comics
146,41249879,Contemporary,Young Adult
147,2712410,Nonfiction,Biography
148,50306201,Fantasy,Young Adult
149,6594813,Mystery,Fiction
150,2435685,Mystery,Thriller
151,50446813,Romance,Romance
152,16978039,Romance,Romance
153,23857270,Sequential Art,Graphic Novels
154,10851592,Young Adult,Contemporary
155,39947839,Romance,Young Adult
