,item_id,first_genre,second_genre
0,47110620,Young Adult,LGBT
1,13465100,Horror,Zombies
2,14287876,Young Adult,Romance
3,1667738,Young Adult,Romance
4,6550542,Fantasy,Young Adult
5,14610994,Fantasy,Paranormal
6,13855759,Fiction,Philosophy
7,47250967,Fiction,Contemporary
8,21512449,Science Fiction,Romance
9,1739145,Fiction,Cultural
10,1077715,Crime,True Crime
11,14613617,Fiction,Historical
12,23905943,Romance,New Adult
13,24046581,Young Adult,Contemporary
14,25938681,Romance,New Adult
15,2609827,Romance,Paranormal Romance
16,25630270,Mystery,Fiction
17,12771315,Fantasy,Young Adult
18,19215651,Romance,Contemporary
19,51184496,Short Stories,Fiction
20,18530561,Fantasy,Paranormal
21,18151238,Historical,Historical Fiction
22,42671149,Romance,New Adult
23,45835034,Nonfiction,Autobiography
24,25114804,Science Fiction,Thriller
25,17371693,Fantasy,Romance
26,21865617,Womens Fiction,Chick Lit
27,48030826,Romance,Dark
28,9089530,Fiction,Food and Drink
29,6819111,Young Adult,Contemporary
30,2796618,Young Adult,Mystery
31,18054770,Romance,Paranormal Romance
32,18147798,Romance,Paranormal Romance
33,10788641,Fantasy,Urban Fantasy
34,13567100,Fantasy,Historical
35,6919505,Horror,Paranormal
36,18115826,Romance,Romance
37,44751860,Media Tie In,Star Wars
38,43190257,Romance,Romance
39,7252832,Young Adult,Fantasy
40,1567967,Fantasy,Young Adult
41,19100984,History,Nonfiction
42,3349582,Fiction,Contemporary
43,42744297,Young Adult,Science Fiction
44,416305,Nonfiction,Sports
45,26629659,Fantasy,Young Adult
46,929649,Nonfiction,Writing
47,188517,Science Fiction,Fiction
48,43003,Sequential Art,Comics
49,100634,Young Adult,Romance
50,7208552,Fiction,Romance
51,47411892,Fantasy,Young Adult
52,17352354,Classics,Short Stories
53,42438620,Fiction,Romance
54,2789370,Horror,Fiction
55,42490126,Fantasy,Paranormal
56,27251661,Young Adult,Fantasy
57,14326785,Romance,Adult Fiction
58,24852550,Romance,Romance
59,1839377,Short Stories,Fiction
60,21573427,Romance,New Adult
61,48881943,Mystery,Fiction
62,24568182,Fantasy,Young Adult
63,10351697,Fantasy,Fantasy
64,17389742,Fiction,Mystery
65,42094784,Romance,New Adult
66,25129883,Science Fiction,Fiction
67,3349637,Fiction,Contemporary
68,59137,Fiction,Classics
69,42295323,Fiction,Historical
70,3173608,Short Stories,Fiction
71,7146989,Fantasy,Young Adult
72,5422627,Mystery,Fiction
73,6228940,Fantasy,Historical
74,17893276,Fiction,LGBT
75,13167950,Historical,Historical Fiction
76,13558363,Mystery,Fiction
77,2150886,Fiction,Historical
78,15752995,Fantasy,Mythology
79,5727588,Mystery,Fiction
80,16313871,Romance,Young Adult
81,1510338,Historical,Historical Fiction
82,42866891,New Adult,Romance
83,41166152,Mystery,Fiction
84,2529035,Young Adult,Science Fiction
85,1040905,Romance,Romance
86,3656764,Fiction,Thriller
87,16189235,Romance,Young Adult
88,17305288,Historical,Historical Fiction
89,21894970,Romance,Romance
90,255085,Paranormal,Vampires
91,6556073,Fantasy,Young Adult
92,679345,Romance,Historical Romance
93,16967344,Fiction,Historical
94,6803715,Childrens,Middle Grade
95,13804537,Young Adult,Mystery
96,6293210,Mystery,Thriller
97,16823763,Fiction,Historical
98,26582512,Young Adult,Contemporary
99,9735628,Science Fiction,Science Fiction
100,23766743,Fantasy,Fantasy
101,47225899,Romance,Fiction
102,856005,Mystery,Fiction
103,19092692,Childrens,Picture Books
104,1268663,Romance,Fiction
105,1498124,Romance,Fiction
106,16680623,Fantasy,Paranormal
107,1024827,Nonfiction,Travel
108,105919,Mystery,Fiction
109,11176080,Fiction,Art
110,23845708,New Adult,Romance
111,1254936,Fantasy,Fantasy
112,12787590,Fantasy,Paranormal
113,13790252,Womens Fiction,Chick Lit
114,3093704,Nonfiction,History
115,26040410,Fantasy,Childrens
116,940760,Travel,Nonfiction
117,46130512,Fantasy,Young Adult
118,1907200,Fantasy,Fiction
119,41927811,Sequential Art,Graphic Novels
120,2139868,Religion,Nonfiction
121,68476,Fiction,Classics
122,26198862,New Adult,Romance
123,2024857,Fantasy,Young Adult
124,10965894,Young Adult,Romance
125,563837,Fiction,Cultural
126,3241481,Mystery,Romance
127,16020910,Fantasy,Young Adult
128,19165924,Young Adult,Mystery
129,3159815,Fantasy,Urban Fantasy
130,42826962,Romance,New Adult
131,7627945,Fiction,Cultural
132,34491,Fantasy,Young Adult
133,18332367,Sequential Art,Manga
134,16669362,Fantasy,Urban Fantasy
135,18285292,Romance,New Adult
136,9315103,Romance,Romance
137,909082,Fantasy,Young Adult
138,24334190,Science Fiction,Steampunk
139,14895,Nonfiction,Health
140,24064358,Fantasy,Urban Fantasy
141,19092649,Short Stories,Fiction
142,1149593,Fantasy,Young Adult
143,47864597,Romance,Sports
144,2881737,Fiction,Mystery
145,51303792,Sequential Art,Graphic Novels
146,21496528,Romance,Paranormal Romance
147,44611588,Fiction,Historical
148,23863053,Mystery,Fiction
149,3238753,Womens Fiction,Chick Lit
150,6958044,Fantasy,Young Adult
151,5464024,Fiction,Cultural
152,1031493,Classics,Poetry
153,255117,Paranormal,Vampires
154,46094369,Mystery,Fiction
155,2682703,Classics,Plays
156,48451917,Fiction,Romance
157,2754911,Fantasy,Fiction
158,2722054,Classics,Plays
159,42926537,Fantasy,Young Adult
160,18373204,Nonfiction,Autobiography
161,2885250,Mystery,Mystery
162,43010768,Young Adult,Contemporary
163,44737717,Romance,Romance
164,816372,Romance,Fiction
165,15467094,Young Adult,Mystery
166,24664532,Historical,Historical Fiction
167,40015512,Humor,Fiction
168,6247416,Romance,Romance
169,26198849,Fiction,Mystery
170,38777648,Romance,New Adult
171,33210811,Romance,New Adult
172,21892573,Historical,Historical Fiction
173,27946757,Young Adult,Contemporary
174,1139031,Realistic Fiction,Young Adult
175,19042633,Mystery,Fiction
