,item_id,first_genre,second_genre
0,17626535,Christian,Fiction
1,21544228,Fantasy,Paranormal
2,47328227,Mystery,Thriller
3,6633597,Romance,Paranormal Romance
4,46768863,Young Adult,Contemporary
5,1736002,Fantasy,Urban Fantasy
6,21950352,Fiction,Historical
7,742,Fantasy,Young Adult
8,41912217,Romance,Adult Fiction
9,23846522,Romance,Paranormal Romance
10,18056954,Nonfiction,Autobiography
11,48656072,Historical,Historical Fiction
12,21805083,Fiction,Thriller
13,6696695,Historical,Historical Fiction
14,44464324,War,Military Fiction
15,2912834,Fiction,Classics
16,3465687,Science Fiction,Fiction
17,23753602,Fantasy,Young Adult
18,26470742,Mystery,Fiction
19,7100578,Young Adult,Fiction
20,9362085,Young Adult,Contemporary
21,42670856,Romance,Sports
22,24345108,Fiction,Mystery
23,445057,Horror,Fiction
24,941309,Fiction,Historical
25,3279468,Horror,Classics
26,45640572,Mystery,Fiction
27,21415013,Fiction,Thriller
28,25254362,Fantasy,Young Adult
29,40105061,Thriller,Fiction
30,6813644,Young Adult,Paranormal
31,42743565,Young Adult,Science Fiction
32,24037671,New Adult,Romance
33,54711950,Romance,New Adult
34,1223399,Fiction,Historical
35,13594625,Nonfiction,History
36,18298587,Romance,New Adult
37,1138856,Sequential Art,Graphic Novels
38,21887421,Romance,New Adult
39,937841,Language,Writing
40,21870917,Young Adult,Science Fiction
41,48735718,Fantasy,Young Adult
42,18147891,Historical,Historical Fiction
43,3230496,Short Stories,Fiction
44,1527439,Science Fiction,Fiction
45,797,Sequential Art,Graphic Novels
46,145600,Horror,Short Stories
47,13462590,Christian,Nonfiction
48,45486802,Thriller,Fiction
49,42038145,Mystery,Romance
50,14757893,Fantasy,Fiction
51,17243368,Fantasy,Epic Fantasy
52,11060828,Young Adult,Fantasy
53,39635,Nonfiction,Academic
54,47841519,Science Fiction,Young Adult
55,50761853,Young Adult,Romance
56,594714,Historical,Historical Fiction
57,479518,Mystery,Fiction
58,48893668,Sequential Art,Graphic Novels
59,15334257,Romance,Romance
60,13277173,Romance,Paranormal Romance
61,987015,Science Fiction,Fiction
62,16818457,Young Adult,Science Fiction
63,3014061,Mystery,Thriller
64,1615880,Romance,Romance
65,24574446,New Adult,Romance
66,24510895,Romance,Romance
67,30185268,Fantasy,Fantasy
68,2179265,Fantasy,Young Adult
69,25435355,Romance,New Adult
70,20434567,Mystery,Fiction
71,24574896,Romance,Holiday
72,52320,Food and Drink,Food
73,13410545,Fantasy,Paranormal
74,713460,Travel,Nonfiction
75,45191175,Science Fiction,Romance
76,679378,Romance,Historical Romance
77,133404,Sequential Art,Graphic Novels
78,17373771,Fantasy,Science Fiction
79,50538112,Historical,Historical Fiction
80,2047552,Mystery,Fiction
81,26734625,Fantasy,Fiction
82,17462973,Young Adult,Contemporary
83,3127888,Fiction,Literary Fiction
84,10867827,Fiction,Humor
85,507242,Fiction,Womens Fiction
86,1734580,Nonfiction,Economics
87,24490322,Young Adult,Contemporary
88,2906898,Thriller,Mystery
89,151480,Mystery,Young Adult
90,24566080,Young Adult,Science Fiction
91,184399,Classics,Plays
92,43216974,Young Adult,Fantasy
93,45670912,Mystery,Thriller
94,4548192,Fantasy,Young Adult
95,17342821,Horror,Fiction
96,1238418,Mystery,Thriller
97,5489697,Mystery,Thriller
98,3207953,Fiction,Classics
99,1267673,Fiction,Contemporary
100,15438779,Mystery,Fiction
101,42474571,Romance,Romance
102,17049448,Fiction,Young Adult
103,1650913,Science Fiction,Fiction
104,27435356,Young Adult,Historical
105,21415597,Romance,Womens Fiction
106,45067930,Nonfiction,Autobiography
107,11165674,Sequential Art,Graphic Novels
108,26680492,Romance,Fiction
109,26537337,Nonfiction,History
110,21999016,Historical,Historical Fiction
111,224290,Thriller,Fiction
112,152688,Psychology,Nonfiction
113,26518929,Romance,Romance
114,41339206,Romance,Dark
115,24817721,Romance,Romance
116,51589454,Fiction,Contemporary
117,1636629,Fantasy,Fiction
118,27431328,Romance,Romance
119,24934196,New Adult,Romance
120,18713722,Romance,Fiction
121,2739837,Short Stories,Fiction
122,18135552,Paranormal,Vampires
123,64823,Science Fiction,Fiction
124,55087763,Fantasy,Young Adult
125,1534281,Horror,Fiction
126,42907816,Romance,Romance
127,2543266,Historical,Historical Fiction
128,43872842,Fiction,Fantasy
129,2234336,Fiction,Literary Fiction
130,1684116,Fiction,Humor
