,item_id,first_genre,second_genre
0,15666798,Romance,Romance
1,44712641,Fantasy,Young Adult
2,2675775,Fiction,Romance
3,21931087,Language,Writing
4,15629971,Romance,Contemporary
5,44211516,Romance,Romance
6,3598551,Fantasy,Urban Fantasy
7,18408748,Young Adult,LGBT
8,553563,Mystery,Thriller
9,13397292,Romance,Romance
10,593515,Fiction,Thriller
11,461400,Plays,Classics
12,17858422,Biography,Nonfiction
13,25384179,Nonfiction,Feminism
14,21471401,Historical,Historical Fiction
15,171369,Sequential Art,Graphic Novels
16,42819652,Horror,Young Adult
17,46103177,Romance,Contemporary
18,2446828,Fantasy,Urban Fantasy
19,1575861,Fantasy,Young Adult
20,17241285,Fiction,Womens Fiction
21,2888469,Classics,Fiction
22,25001549,Romance,Romance
23,594437,Historical,Historical Fiction
24,7216551,Young Adult,Fantasy
25,1512424,Classics,Fiction
26,11068967,Fantasy,Young Adult
27,11345814,Science Fiction,Fiction
28,18660611,Romance,Young Adult
29,52473571,Nonfiction,Biography
30,481941,Science,Nonfiction
31,45911680,Fantasy,Paranormal
32,6630688,Romance,Romance
33,8349215,Mystery,Fiction
34,23857279,Fantasy,Young Adult
35,13647613,Childrens,Middle Grade
36,21535226,Romance,Young Adult
37,17152038,Fantasy,Paranormal
38,50105366,Media Tie In,Star Wars
39,14467046,Thriller,Fiction
40,124783,Mystery,Historical
41,40236367,Romance,Fiction
42,1721769,Poetry,Horror
43,47361190,Mystery,Thriller
44,13574748,Science,Nonfiction
45,41610855,Sequential Art,Comics
46,19234388,Young Adult,Romance
47,22204854,New Adult,Romance
48,2237564,Fiction,Historical
49,44594236,Mystery,Thriller
50,886814,Short Stories,Fiction
51,49011206,Thriller,Thriller
52,2747475,Psychology,Nonfiction
53,45426167,Science Fiction,Fiction
54,5238959,Thriller,Fiction
55,43326855,Erotica,BDSM
56,2216625,Realistic Fiction,Young Adult
57,963266,Classics,Fiction
58,26473791,Young Adult,Thriller
59,45057717,Childrens,Middle Grade
60,11259923,Fiction,Contemporary
61,6453798,Young Adult,Contemporary
62,2121201,Fantasy,Fiction
63,15997604,Fiction,Historical
64,3015943,Young Adult,Paranormal
65,44684998,Media Tie In,Star Wars
66,2966408,Classics,Fiction
67,16829032,Nonfiction,History
68,24380109,Childrens,Picture Books
69,40087473,Nonfiction,Science
70,55139476,Fiction,Contemporary
71,6724608,Fiction,Womens Fiction
72,161123,Fiction,Contemporary
73,18996747,Young Adult,Fantasy
