,item_id,first_genre,second_genre
0,3558647,Sequential Art,Graphic Novels
1,44610078,Romance,New Adult
2,40219309,Dark,Romance
3,561943,Mystery,Fantasy
4,45264431,Mystery,Fiction
5,948606,Fantasy,Fiction
6,51766600,Fiction,Contemporary
7,47294669,Fiction,Cultural
8,25659610,Realistic Fiction,Childrens
9,24998893,Fiction,Mystery
10,1122077,Fantasy,Young Adult
11,21362669,Fiction,Writing
12,42694742,Fantasy,Romance
13,2534676,Fantasy,Urban Fantasy
14,14521608,Young Adult,Contemporary
15,3173046,Classics,Fiction
16,45671087,Nonfiction,Feminism
17,45794049,Romance,Romance
18,25746450,Fiction,Historical
19,3127624,History,Nonfiction
20,45167603,Thriller,Fiction
21,24258340,Young Adult,Fantasy
22,1939982,Mystery,Fiction
23,819104,Fantasy,Fiction
24,827263,Mystery,Historical
25,2183601,Language,Writing
26,955081,Fantasy,Historical
27,46256737,Romance,Adult Fiction
28,53149569,Autobiography,Memoir
29,14283194,Romance,Romance
30,21864995,Young Adult,Science Fiction
31,53081055,Romance,Contemporary
32,43216675,Romance,Romance
33,1100254,Nonfiction,Crime
34,971052,Nonfiction,Fantasy
35,6815311,Young Adult,Romance
36,1413038,Historical,Historical Fiction
37,1196024,Fantasy,Young Adult
38,26689283,New Adult,Romance
39,438581,Fiction,Short Stories
40,46010281,Fiction,Contemporary
41,48301883,Fiction,Humor
42,449477,Mystery,Fiction
43,563115,Nonfiction,Religion
44,19095325,Biography,History
45,9552554,Fiction,Mystery
46,25084736,Fantasy,Young Adult
47,3634573,Science Fiction,Fiction
48,6615380,Fiction,Humor
49,23753642,Fantasy,Young Adult
50,21913114,Young Adult,Science Fiction
51,6057263,Classics,Fiction
52,270452,Fiction,Mystery
53,330710,Nonfiction,History
54,3132603,Mystery,Fiction
55,53939120,Fantasy,Romance
56,11164774,Mystery,Young Adult
57,23688523,Fiction,Mystery
58,7099786,Fantasy,Science Fiction
59,27565426,Fantasy,Childrens
60,6510464,Fiction,Historical
61,47248387,Romance,Romance
