,item_id,first_genre,second_genre
0,16827462,Young Adult,Romance
1,2792775,Young Adult,Fiction
2,8812783,Young Adult,Science Fiction
3,41107568,Fiction,Mystery
4,6171458,Young Adult,Science Fiction
5,878368,Historical Fiction,Fiction
6,15732562,Romance,Fiction
7,13155899,Young Adult,Science Fiction
8,3212258,Fantasy,Young Adult
9,17225055,Young Adult,Romance
10,15545385,Fantasy,Young Adult
11,21825181,Science Fiction,Fiction
12,14345371,Fantasy,Young Adult
13,17763198,Romance,Fiction
14,13306276,Fiction,Mystery
15,15524542,Young Adult,Science Fiction
16,48765776,Fantasy,Fiction
17,2267189,Fantasy,Young Adult
18,14863741,Science Fiction,Fiction
19,14245059,Fantasy,Fiction
20,4640799,Fantasy,Fiction
21,21861351,Young Adult,Contemporary
22,4717423,Fiction,Historical
23,25491300,Historical,Historical Fiction
24,21975829,Young Adult,Mystery
25,919292,Young Adult,Fiction
26,3275794,Classics,Fiction
27,21905102,Fantasy,Romance
28,6366642,Young Adult,Science Fiction
29,21500681,Fantasy,Fiction
30,15413183,Young Adult,Romance
31,15524549,Young Adult,Science Fiction
32,4835472,Fiction,Classics
33,2236198,Young Adult,Fiction
34,1708725,Fiction,Mystery
35,245494,Classics,Fiction
36,2963218,Young Adult,Fiction
37,1466917,Fantasy,Fiction
38,153313,Classics,Fiction
39,2543234,Young Adult,Fiction
40,1119185,Fiction,Classics
41,3441236,Fiction,Historical
42,3346751,Fantasy,Young Adult
43,3295919,Fiction,Historical Fiction
44,26540216,Young Adult,Romance
45,9585076,Fiction,Contemporary
46,2489796,Historical,Historical Fiction
47,18390691,Fantasy,Young Adult
48,25126749,Fantasy,Romance
49,3328799,Young Adult,Science Fiction
50,19187812,Young Adult,Science Fiction
51,24065147,Fiction,Contemporary
52,2960529,Young Adult,Fantasy
53,3060926,Classics,Fiction
54,7168450,Romance,Young Adult
55,11138426,Fantasy,Audiobook
56,2588213,Young Adult,Contemporary
57,3036731,Classics,Fiction
58,3364505,Young Adult,Fiction
59,4422413,Young Adult,Romance
60,9631645,Young Adult,Science Fiction
61,18390772,Fantasy,Young Adult
62,6674837,Fantasy,Young Adult
63,13355552,Fantasy,Young Adult
64,3352398,Nonfiction,Autobiography
65,2422333,Science Fiction,Young Adult
66,3203964,Young Adult,Fantasy
67,23841765,Fiction,Thriller
68,15093325,Fantasy,Young Adult
69,42077459,Fantasy,Young Adult
70,21581860,Fantasy,Young Adult
71,13492114,Fantasy,Young Adult
72,2502879,Fantasy,Fiction
73,2402163,Fantasy,Fiction
74,16441531,Romance,New Adult
75,19926990,Fiction,Contemporary
76,6231171,Fantasy,Fiction
77,41125521,Historical,Historical Fiction
78,22002305,Mystery,Fiction
79,3443248,Fantasy,Young Adult
80,16813814,Romance,Adult Fiction
81,17237712,Nonfiction,Autobiography
82,16319487,Young Adult,Fiction
83,26113532,Young Adult,Romance
84,1575860,Fantasy,Young Adult
85,20397129,Young Adult,Romance
86,13190160,Fantasy,Fiction
87,18390887,Fantasy,Young Adult
88,28098716,Fiction,Science Fiction
89,27570886,Fiction,Mystery
90,14157512,Young Adult,Science Fiction
91,3271379,Fiction,Historical
92,26653661,Science Fiction,Young Adult
93,2982101,Fiction,Mystery
94,21619954,Fiction,Contemporary
95,15553789,Fiction,Historical
96,2754161,Historical,Historical Fiction
97,4259809,Fiction,Mystery
98,16964419,Young Adult,LGBT
99,22084678,Fiction,Romance
100,6873353,Mystery,Fiction
101,2219449,Fantasy,Young Adult
102,6525609,Young Adult,Fantasy
103,3355573,Fiction,Science Fiction
104,1540236,Fantasy,Classics
105,13629068,Fantasy,Young Adult
106,3046572,Fantasy,Young Adult
107,15333458,Young Adult,Science Fiction
108,6488966,Fantasy,Young Adult
109,2207778,Classics,Fiction
110,21389085,Romance,New Adult
111,25128502,Fantasy,Young Adult
112,1392700,Fiction,Fantasy
113,6244926,Young Adult,Fantasy
114,2675454,Young Adult,Fantasy
115,2153746,Fiction,Romance
116,2944133,Nonfiction,Autobiography
117,6948844,Fantasy,Young Adult
118,6674845,Fantasy,Young Adult
119,18970934,Fantasy,Young Adult
120,17588854,Young Adult,Fantasy
121,1145090,Fiction,Mystery
122,2809203,Fantasy,Young Adult
123,12946965,Nonfiction,History
124,14302659,Nonfiction,Autobiography
125,44458285,Fiction,Historical
126,2977639,Classics,Fiction
127,3270810,Fantasy,Young Adult
128,40098620,Nonfiction,Autobiography
129,6278977,Fantasy,Fiction
130,41335427,Fantasy,Young Adult
131,21442106,Romance,Young Adult
132,6736543,Fiction,Mystery
